Rank,Stock,Price,Support,SupportGap,VolumeX,RSI,Score,Entry,SL,T1,T2,T3,Donchian,BreakoutGap,Reason
11,ACC,1236.4,1219.1,1.42,0.39,38.7,85,1242.28,1194.72,1289.84,1337.4,1384.96,1314.0,6.28,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
12,THERMAX,3447.2,3400.0,1.39,0.51,28.0,85,3467.62,3332.0,3603.24,3738.86,3874.49,3998.9,16.0,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
13,UPL,550.05,546.5,0.65,0.94,40.1,85,553.1,535.57,570.64,588.17,605.71,589.4,7.15,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
14,WAAREEENER,2495.0,2470.0,1.01,1.05,39.8,85,2521.03,2420.6,2621.46,2721.9,2822.33,2653.0,6.33,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
15,IOB,31.98,31.81,0.53,0.59,37.6,85,32.2,31.17,33.23,34.27,35.3,33.64,5.19,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
16,CRAFTSMAN,10735.0,10509.0,2.15,0.61,45.9,85,10820.6,10298.82,11342.38,11864.15,12385.93,11999.0,11.77,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
17,FORCEMOT,17388.0,17112.0,1.61,0.93,46.4,85,17464.86,16769.76,18159.96,18855.06,19550.16,18339.0,5.47,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
18,CUB,225.57,216.42,4.23,0.67,49.0,85,227.56,212.09,243.04,258.51,273.98,248.85,10.32,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
19,BLS,224.26,220.96,1.49,0.5,35.2,85,225.15,216.54,233.76,242.37,250.98,244.07,8.83,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
20,SUZLON,40.8,40.55,0.62,1.14,24.2,85,41.17,39.74,42.61,44.04,45.47,47.52,16.47,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
21,BATAINDIA,629.8,624.9,0.78,0.61,31.5,85,633.66,612.4,654.93,676.19,697.45,689.25,9.44,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
22,AJANTPHARM,3547.8,3425.0,3.59,0.62,51.9,85,3562.01,3356.5,3767.52,3973.03,4178.54,3666.0,3.33,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
23,AUBANK,1018.0,999.2,1.88,2.2,41.3,85,1023.24,979.22,1067.27,1111.3,1155.32,1094.3,7.5,"Very close to support, Bullish candle, Price recovering, Volume spike, RSI improving, Above 200 DMA"
24,BANKINDIA,137.94,136.85,0.8,0.35,42.7,85,138.58,134.11,143.04,147.5,151.97,146.15,5.95,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
25,INDIANB,832.0,824.1,0.96,1.03,35.3,85,837.47,807.62,867.33,897.18,927.03,906.7,8.98,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
26,KPITTECH,519.4,514.0,1.05,0.86,30.0,85,520.54,503.72,537.36,554.18,571.0,613.45,18.11,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
27,JINDALSAW,285.5,275.7,3.55,0.67,45.6,85,291.88,270.19,313.58,335.28,356.97,320.0,12.08,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
28,MRPL,164.6,162.4,1.35,0.34,42.7,85,166.72,159.15,174.29,181.86,189.44,191.9,16.59,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
29,ECLERX,1898.8,1848.2,2.74,0.59,49.4,85,1912.02,1811.24,2012.8,2113.58,2214.36,2062.0,8.59,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
30,UCOBANK,23.9,23.51,1.66,0.69,39.6,85,24.0,23.04,24.96,25.91,26.87,25.71,7.57,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
31,ZFCVINDIA,2354.2,2312.9,1.79,0.38,32.9,85,2365.72,2266.64,2464.8,2563.88,2662.96,2592.0,10.1,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
32,MMTC,58.35,57.45,1.57,0.73,32.9,85,58.84,56.3,61.37,63.91,66.45,66.2,13.45,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
33,INDIAMART,1642.1,1619.0,1.43,0.28,38.6,85,1648.29,1586.62,1709.96,1771.63,1833.3,1775.0,8.09,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
34,HEROMOTOCO,5360.0,5166.0,3.76,0.55,49.6,80,5407.79,5062.68,5752.91,6098.02,6443.14,5659.0,5.58,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
35,YESBANK,22.5,21.82,3.12,0.43,45.4,80,22.63,21.38,23.87,25.11,26.35,24.1,7.11,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
36,TITAGARH,822.6,789.45,4.2,0.43,44.7,80,826.65,773.66,879.64,932.63,985.62,904.8,9.99,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
37,HONAUT,33865.0,33200.0,2.0,0.36,39.6,80,34057.98,32536.0,35579.96,37101.94,38623.92,36970.0,9.17,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
38,NAM-INDIA,1157.0,1106.0,4.61,0.58,47.3,80,1163.82,1083.88,1243.77,1323.71,1403.65,1219.7,5.42,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
39,POLYCAB,8408.5,8072.0,4.17,0.77,43.6,80,8479.93,7910.56,9049.29,9618.66,10188.02,9445.0,12.33,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
40,HFCL,211.27,205.1,3.01,0.43,42.2,80,215.13,201.0,229.26,243.39,257.52,256.7,21.5,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
41,KARURVYSYA,327.95,318.0,3.13,0.83,44.8,80,329.31,311.64,346.97,364.64,382.31,358.0,9.16,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
42,POLICYBZR,1166.0,1207.2,-3.41,8.93,23.5,80,1264.22,1183.06,1345.39,1426.56,1507.73,1904.9,63.37,"Very close to support, Support rejection, Bullish candle, Volume spike"
43,BHEL,418.95,406.0,3.19,1.15,47.4,80,423.85,397.88,449.81,475.78,501.74,442.65,5.66,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
44,PRESTIGE,1477.8,1409.1,4.88,0.67,41.8,75,1489.87,1380.92,1598.83,1707.79,1816.74,1646.6,11.42,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
45,SRF,2540.0,2444.5,3.91,0.52,47.9,75,2545.08,2395.61,2694.55,2844.02,2993.49,2648.0,4.25,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
46,PERSISTENT,5372.0,5188.0,3.55,0.68,45.2,75,5395.77,5084.24,5707.3,6018.83,6330.36,5910.0,10.01,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
47,GODREJIND,1105.3,1078.0,2.53,2.53,38.0,75,1148.29,1056.44,1240.14,1332.0,1423.85,1215.9,10.01,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving, Above 200 DMA"
48,COLPAL,1855.8,1782.1,4.14,0.78,46.7,75,1865.92,1746.46,1985.39,2104.86,2224.32,1917.8,3.34,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
49,BALKRISIND,2185.3,2100.1,4.06,0.16,43.0,75,2196.58,2058.1,2335.07,2473.56,2612.04,2385.0,9.14,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
50,ASTRAL,1399.0,1355.0,3.25,0.31,39.9,75,1401.8,1327.9,1475.7,1549.59,1623.49,1581.0,13.01,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
51,ASHOKLEY,159.08,154.75,2.8,0.91,40.6,75,159.84,151.66,168.02,176.21,184.39,178.18,12.01,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
52,TENNIND,515.25,497.8,3.51,0.65,44.5,75,519.74,487.84,551.63,583.52,615.42,547.4,6.24,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
53,JPPOWER,15.87,15.17,4.61,0.45,42.6,75,15.99,14.87,17.12,18.24,19.37,17.49,10.21,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
54,ZENSARTECH,434.9,418.5,3.92,0.3,41.6,75,436.87,410.13,463.61,490.36,517.1,479.9,10.35,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
55,TRITURBINE,554.2,532.1,4.15,0.53,43.6,75,559.87,521.46,598.28,636.69,675.1,592.95,6.99,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
56,VOLTAS,1118.2,1090.8,2.51,0.55,38.8,75,1124.34,1068.98,1179.7,1235.06,1290.42,1225.0,9.55,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
57,TORNTPOWER,1254.6,1199.0,4.64,0.28,42.8,75,1267.43,1175.02,1359.84,1452.25,1544.66,1327.4,5.8,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
58,NBCC,82.86,79.72,3.94,0.89,40.7,75,83.28,78.13,88.43,93.58,98.73,89.28,7.75,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
59,KEC,396.95,389.15,2.0,0.5,39.7,75,399.3,381.37,417.23,435.16,453.09,429.6,8.23,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
60,OFSS,10770.0,10600.0,1.6,2.37,34.9,70,10826.61,10388.0,11265.22,11703.83,12142.44,12540.0,16.43,"Very close to support, Support rejection, Volume spike, Above 200 DMA"
61,TATAELXSI,3186.9,3169.0,0.56,0.87,26.2,70,3207.4,3105.62,3309.18,3410.97,3512.75,3708.0,16.35,"Very close to support, Support rejection, Price recovering, RSI improving"
62,SAMMAANCAP,140.61,139.96,0.46,0.69,35.2,70,142.06,137.16,146.97,151.87,156.77,161.0,14.5,"Very close to support, Support rejection, Price recovering, RSI improving"
63,RAINBOW,1374.2,1372.3,0.14,3.83,32.8,70,1425.14,1344.85,1505.44,1585.73,1666.02,1505.0,9.52,"Very close to support, Support rejection, Volume spike, Above 200 DMA"
64,ANANDRATHI,2126.8,2150.0,-1.08,1.62,38.3,70,2183.26,2107.0,2259.52,2335.77,2412.03,2268.4,6.66,"Very close to support, Support rejection, Volume spike, Above 200 DMA"
65,LTF,284.0,279.0,1.79,1.14,35.8,70,286.32,273.42,299.22,312.12,325.03,322.4,13.52,"Very close to support, Support rejection, Price recovering, RSI improving"
66,IDFCFIRSTB,83.8,82.5,1.58,0.98,44.1,70,84.42,80.85,87.99,91.56,95.12,89.61,6.93,"Very close to support, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
67,MRF,124035.0,123520.0,0.42,0.62,29.1,70,124728.96,121049.6,128408.32,132087.68,135767.04,135800.0,9.49,"Very close to support, Support rejection, Price recovering, RSI improving"
68,HINDPETRO,351.0,340.1,3.2,1.28,40.5,68,354.51,333.3,375.72,396.93,418.14,370.9,5.67,"Near support, Support rejection, Price recovering, Volume increasing, RSI improving"
69,POWERINDIA,31035.0,29645.0,4.69,1.47,43.8,68,31623.12,29052.1,34194.14,36765.16,39336.18,33840.0,9.04,"Near support, Bullish candle, Price recovering, Volume increasing, RSI improving, Above 200 DMA"
70,JUBLFOOD,484.55,461.6,4.97,1.03,51.7,65,490.98,452.37,529.59,568.2,606.82,503.6,3.93,"Near support, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
71,HAVELLS,1096.5,1081.1,1.42,0.4,34.6,65,1099.49,1059.48,1139.51,1179.53,1219.54,1247.0,13.73,"Very close to support, Bullish candle, Price recovering, RSI improving"
72,AMBER,6960.0,6826.5,1.96,0.96,38.9,65,7024.02,6689.97,7358.07,7692.12,8026.17,7794.0,11.98,"Very close to support, Bullish candle, Price recovering, RSI improving"
73,TRAVELFOOD,1213.3,1190.1,1.95,2.0,35.9,65,1232.46,1166.3,1298.62,1364.78,1430.95,1336.6,10.16,"Very close to support, Support rejection, Volume spike"
74,PGEL,518.5,512.0,1.27,0.58,33.2,65,521.44,501.76,541.12,560.8,580.48,598.7,15.47,"Very close to support, Bullish candle, Price recovering, RSI improving"
75,ITI,252.9,250.4,1.0,0.68,31.2,65,254.41,245.39,263.42,272.44,281.46,279.55,10.54,"Very close to support, Bullish candle, Price recovering, RSI improving"
76,CHENNPETRO,1376.4,1325.1,3.87,0.61,45.1,65,1414.82,1298.6,1531.05,1647.28,1763.5,1677.5,21.88,"Near support, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
77,ABLBL,78.72,77.78,1.21,0.95,23.9,65,79.52,76.22,82.81,86.11,89.4,87.4,11.03,"Very close to support, Bullish candle, Price recovering, RSI improving"
78,IDEA,14.26,13.71,4.01,0.77,48.5,65,14.41,13.44,15.38,16.35,17.33,15.79,10.73,"Near support, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
79,PETRONET,286.5,278.25,2.96,0.61,50.0,65,287.07,272.69,301.46,315.85,330.24,300.6,4.92,"Near support, Support rejection, Bullish candle, Above 50 DMA, Above 200 DMA"
80,GLAND,2917.2,2792.4,4.47,0.21,54.6,65,2932.85,2736.55,3129.16,3325.46,3521.76,3042.0,4.28,"Near support, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
81,JKTYRE,345.85,339.55,1.86,1.79,34.6,65,348.75,332.76,364.73,380.72,396.71,382.55,10.61,"Very close to support, Support rejection, Volume spike"
82,JSWCEMENT,115.47,115.03,0.38,1.72,29.4,65,116.52,112.73,120.32,124.11,127.9,127.2,10.16,"Very close to support, Support rejection, Volume spike"
83,MAPMYINDIA,881.9,865.6,1.88,0.35,34.7,65,896.09,848.29,943.89,991.69,1039.49,1033.0,17.13,"Very close to support, Support rejection, Bullish candle"
84,DELHIVERY,422.7,414.6,1.95,1.53,36.1,65,427.2,406.31,448.1,468.99,489.89,471.95,11.65,"Very close to support, Support rejection, Volume spike"
85,FIVESTAR,520.95,512.5,1.65,1.46,45.3,63,530.51,502.25,558.77,587.03,615.29,558.0,7.11,"Very close to support, Support rejection, Volume increasing, Above 200 DMA"
86,DIXON,13390.0,12850.0,4.2,0.92,43.6,60,13541.03,12593.0,14489.06,15437.08,16385.11,14920.0,11.43,"Near support, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
87,SAPPHIRE,223.61,219.31,1.96,0.51,46.0,60,228.15,214.92,241.37,254.59,267.81,242.4,8.4,"Very close to support, Support rejection, Above 50 DMA, Above 200 DMA"
88,DEVYANI,135.02,133.75,0.95,0.68,44.4,60,137.93,131.07,144.78,151.63,158.48,146.79,8.72,"Very close to support, Support rejection, Above 50 DMA, Above 200 DMA"
89,CHOICEIN,751.05,721.6,4.08,0.86,44.2,60,762.47,707.17,817.78,873.08,928.38,793.0,5.59,"Near support, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
90,NAUKRI,1254.8,1202.3,4.37,0.81,45.1,60,1261.52,1178.25,1344.78,1428.05,1511.31,1371.7,9.32,"Near support, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
91,BSE,3191.5,3085.1,3.45,1.1,41.6,60,3216.12,3023.4,3408.84,3601.56,3794.28,3474.5,8.87,"Near support, Support rejection, Price recovering, RSI improving"
92,POLYMED,1724.4,1681.7,2.54,0.37,50.0,60,1737.27,1648.07,1826.47,1915.67,2004.87,1858.0,7.75,"Near support, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
93,CESC,139.86,139.6,0.19,1.33,29.5,58,141.03,136.81,145.25,149.48,153.7,153.42,9.7,"Very close to support, Support rejection, Volume increasing"
94,IRCON,105.95,106.06,-0.1,1.31,23.9,58,107.42,103.94,110.91,114.4,117.88,123.89,16.93,"Very close to support, Support rejection, Volume increasing"
95,AADHARHFC,444.5,440.15,0.99,1.31,35.1,58,451.5,431.35,471.66,491.81,511.96,488.0,9.79,"Very close to support, Support rejection, Volume increasing"
96,APTUS,244.6,233.12,4.92,0.84,44.4,55,245.49,228.46,262.52,279.55,296.59,261.96,7.1,"Near support, Bullish candle, Price recovering, RSI improving"
97,IFCI,73.95,73.01,1.29,0.28,40.0,55,75.77,71.55,79.99,84.21,88.44,107.5,45.37,"Very close to support, Support rejection, Above 200 DMA"
98,IEX,112.7,110.35,2.13,0.6,36.8,55,113.13,108.14,118.11,123.09,128.07,122.24,8.46,"Near support, Bullish candle, Price recovering, RSI improving"
99,AAVAS,1267.7,1234.2,2.71,0.47,40.9,55,1279.75,1209.52,1349.99,1420.23,1490.47,1342.6,5.91,"Near support, Bullish candle, Price recovering, RSI improving"
100,ABREL,1230.9,1189.6,3.47,1.06,35.8,55,1247.49,1165.81,1329.17,1410.85,1492.54,1406.2,14.24,"Near support, Bullish candle, Price recovering, RSI improving"
101,ATHERENERG,1497.0,1481.0,1.08,0.38,44.6,55,1514.82,1451.38,1578.27,1641.71,1705.15,1744.0,16.5,"Very close to support, Bullish candle, Above 50 DMA, Above 200 DMA"
102,ABSLAMC,1014.5,1004.0,1.05,0.53,43.1,55,1025.75,983.92,1067.57,1109.4,1151.23,1116.9,10.09,"Very close to support, Support rejection, Above 200 DMA"
103,HOMEFIRST,1123.1,1100.6,2.04,2.45,36.4,55,1135.77,1078.59,1192.95,1250.13,1307.3,1273.9,13.43,"Near support, Support rejection, Volume spike"
104,ABFRL,49.14,47.94,2.5,1.06,36.9,55,49.38,46.98,51.78,54.17,56.57,55.11,12.15,"Near support, Bullish candle, Price recovering, RSI improving"
105,BERGEPAINT,458.35,443.9,3.26,0.61,39.7,55,459.92,435.02,484.81,509.71,534.61,505.0,10.18,"Near support, Bullish candle, Price recovering, RSI improving"
106,EIDPARRY,704.75,682.75,3.22,0.95,35.8,55,711.42,669.1,753.74,796.07,838.39,824.85,17.04,"Near support, Bullish candle, Price recovering, RSI improving"
107,PREMIERENE,896.4,878.3,2.06,0.42,33.5,55,901.8,860.73,942.87,983.93,1025.0,1036.3,15.61,"Near support, Support rejection, Bullish candle"
108,LUPIN,2092.0,2033.5,2.88,0.64,39.8,55,2099.89,1992.83,2206.95,2314.01,2421.08,2192.0,4.78,"Near support, Support rejection, Bullish candle"
109,GODREJPROP,1700.1,1647.6,3.19,0.4,32.5,55,1703.5,1614.65,1792.35,1881.2,1970.06,2083.3,22.54,"Near support, Bullish candle, Price recovering, RSI improving"
110,DABUR,385.6,368.05,4.77,0.33,46.3,55,386.77,360.69,412.86,438.94,465.02,395.45,2.55,"Near support, Support rejection, Bullish candle"
111,COROMANDEL,1963.9,1890.0,3.91,0.43,50.4,55,1978.95,1852.2,2105.7,2232.45,2359.2,2019.9,2.85,"Near support, Bullish candle, Price recovering, RSI improving"
112,ESCORTS,2855.7,2769.4,3.12,0.6,41.8,55,2872.03,2714.01,3030.05,3188.07,3346.09,3105.0,8.73,"Near support, Bullish candle, Price recovering, RSI improving"
113,ENDURANCE,2645.9,2582.0,2.47,1.3,37.5,53,2683.76,2530.36,2837.15,2990.55,3143.95,2985.0,12.82,"Near support, Support rejection, Volume increasing, Above 200 DMA"
114,LTTS,3206.1,3190.0,0.5,0.3,28.6,50,3235.46,3126.2,3344.72,3453.97,3563.23,3675.0,14.63,"Very close to support, Support rejection"
115,MPHASIS,2234.0,2229.9,0.18,0.5,34.0,50,2244.48,2185.3,2303.66,2362.84,2422.01,2523.0,12.94,"Very close to support, Support rejection"
116,JSWENERGY,506.55,503.05,0.7,0.96,37.6,50,514.13,492.99,535.26,556.4,577.54,545.8,7.75,"Very close to support, Support rejection"
117,CONCOR,461.5,457.55,0.86,0.6,33.1,50,469.09,448.4,489.77,510.46,531.15,520.75,12.84,"Very close to support, Support rejection"
118,HEXT,496.7,490.05,1.36,0.2,34.2,50,500.5,480.25,520.75,541.0,561.25,565.85,13.92,"Very close to support, Support rejection"
119,NYKAA,333.7,322.7,3.41,0.9,49.3,50,337.37,316.25,358.5,379.63,400.76,349.55,4.75,"Near support, Support rejection, Above 50 DMA, Above 200 DMA"
120,LINDEINDIA,6142.5,6024.5,1.96,0.46,34.7,50,6215.91,5904.01,6527.8,6839.7,7151.6,6549.5,6.63,"Very close to support, Support rejection"
121,SBFC,88.86,88.74,0.14,0.5,31.3,50,90.12,86.97,93.27,96.43,99.58,104.39,17.48,"Very close to support, Support rejection"
122,NCC,132.82,133.0,-0.14,1.04,34.8,50,134.4,130.34,138.46,142.51,146.57,153.33,15.44,"Very close to support, Support rejection"
123,INDUSINDBK,912.2,909.3,0.32,0.69,29.1,50,925.75,891.11,960.38,995.02,1029.65,1017.9,11.59,"Very close to support, Support rejection"
124,SAGILITY,44.69,43.47,2.81,0.63,48.0,50,45.34,42.6,48.08,50.82,53.56,47.49,6.27,"Near support, Support rejection, Above 50 DMA, Above 200 DMA"
125,JBMA,586.6,585.0,0.27,0.68,36.7,50,594.19,573.3,615.07,635.96,656.84,650.7,10.93,"Very close to support, Support rejection"
126,GMDCLTD,538.0,535.05,0.55,0.75,37.2,50,545.69,524.35,567.03,588.37,609.71,601.0,11.71,"Very close to support, Support rejection"
127,GPIL,229.42,228.1,0.58,0.59,37.8,50,232.85,223.54,242.17,251.49,260.81,255.0,11.15,"Very close to support, Support rejection"
128,JWL,226.73,225.65,0.48,1.04,31.9,50,230.46,221.14,239.78,249.11,258.43,251.92,11.11,"Very close to support, Support rejection"
129,LATENTVIEW,243.75,245.0,-0.51,0.68,27.3,50,246.24,240.1,252.38,258.52,264.67,284.6,16.76,"Very close to support, Support rejection"
130,LTFOODS,422.35,408.95,3.28,0.52,45.6,50,430.21,400.77,459.65,489.08,518.52,466.8,10.52,"Near support, Support rejection, Above 50 DMA, Above 200 DMA"
131,TTML,34.44,34.62,-0.52,1.13,33.5,50,35.32,33.93,36.71,38.11,39.5,40.5,17.6,"Very close to support, Support rejection"
132,INTELLECT,633.05,635.0,-0.31,0.66,33.8,50,640.28,622.3,658.26,676.23,694.21,716.45,13.17,"Very close to support, Support rejection"
133,IGL,144.95,145.1,-0.1,0.56,35.8,50,146.77,142.2,151.35,155.92,160.5,159.5,10.04,"Very close to support, Support rejection"
134,DCMSHRIRAM,974.3,969.0,0.55,0.37,34.2,50,981.36,949.62,1013.1,1044.84,1076.58,1052.5,8.03,"Very close to support, Support rejection"
135,ASAHIINDIA,959.95,920.0,4.34,0.55,52.7,50,977.45,901.6,1053.3,1129.15,1205.0,995.0,3.65,"Near support, Support rejection, Above 50 DMA, Above 200 DMA"
136,CONCORDBIO,1453.6,1411.6,2.98,0.76,46.9,50,1481.96,1383.37,1580.55,1679.14,1777.73,1592.0,9.52,"Near support, Support rejection, Above 50 DMA, Above 200 DMA"
137,SJVN,61.76,62.01,-0.4,0.88,27.6,50,62.82,60.77,64.86,66.91,68.95,68.33,10.64,"Very close to support, Support rejection"
138,BLUEDART,4746.5,4740.0,0.14,0.88,31.9,50,4814.11,4645.2,4983.02,5151.93,5320.84,5159.5,8.7,"Very close to support, Support rejection"
139,SUMICHEM,446.35,446.75,-0.09,0.4,29.2,50,453.46,437.81,469.1,484.74,500.38,528.95,18.51,"Very close to support, Support rejection"
140,SBICARD,611.2,612.6,-0.23,0.44,38.2,50,622.89,600.35,645.44,667.98,690.53,675.0,10.44,"Very close to support, Support rejection"
141,TATACOMM,1666.5,1666.6,-0.01,0.53,38.1,50,1685.36,1633.27,1737.46,1789.56,1841.65,1831.5,9.9,"Very close to support, Support rejection"
142,SUNDARMFIN,4508.0,4502.1,0.13,0.68,40.1,50,4599.48,4412.06,4786.9,4974.33,5161.75,4873.7,8.11,"Very close to support, Support rejection"
143,SWIGGY,264.85,261.35,1.34,0.36,40.8,50,269.49,256.12,282.85,296.22,309.58,289.65,9.36,"Very close to support, Support rejection"
144,OIL,475.15,463.25,2.57,0.29,47.8,50,477.6,453.99,501.22,524.84,548.46,514.45,8.27,"Near support, Support rejection, Above 50 DMA, Above 200 DMA"
145,RPOWER,20.57,20.51,0.29,0.83,30.3,50,20.79,20.1,21.48,22.17,22.87,22.9,11.33,"Very close to support, Support rejection"
146,TRIDENT,23.12,22.8,1.4,0.87,35.7,50,23.27,22.34,24.19,25.11,26.03,24.59,6.36,"Very close to support, Support rejection"
147,GRSE,2319.0,2290.0,1.27,0.83,33.6,50,2359.71,2244.2,2475.22,2590.73,2706.24,2650.0,14.27,"Very close to support, Support rejection"
148,RAMCOCEM,867.55,849.2,2.16,1.44,43.0,48,877.2,832.22,922.19,967.17,1012.16,943.0,8.7,"Near support, Support rejection, Volume increasing"
149,KAJARIACER,1218.1,1175.7,3.61,1.24,49.7,48,1229.45,1152.19,1306.72,1383.99,1461.26,1274.5,4.63,"Near support, Bullish candle, Volume increasing, Above 200 DMA"
150,ABCAPITAL,390.0,378.0,3.17,1.04,44.8,45,392.98,370.44,415.53,438.07,460.62,410.35,5.22,"Near support, Support rejection, Above 200 DMA"
151,GVT&D,4280.0,4149.7,3.14,0.41,45.5,45,4336.26,4066.71,4605.8,4875.35,5144.9,4825.0,12.73,"Near support, Support rejection, Above 200 DMA"
152,EXIDEIND,423.65,405.1,4.58,0.89,45.2,45,432.56,397.0,468.13,503.69,539.26,457.9,8.08,"Near support, Support rejection, Above 200 DMA"
153,MARICO,819.0,791.25,3.51,0.27,47.6,45,825.65,775.42,875.87,926.09,976.32,840.7,2.65,"Near support, Support rejection, Above 200 DMA"
