Rank,Stock,Price,Support,SupportGap,VolumeX,RSI,Score,Entry,SL,T1,T2,T3,Donchian,BreakoutGap,Reason
26,PATANJALI,338.55,336.0,0.76,1.31,30.8,58,343.08,329.28,356.89,370.69,384.5,358.6,5.92,"Very close to support, Support rejection, Volume increasing"
27,IIFL,581.05,595.0,-2.34,0.6,37.2,55,600.2,583.1,617.3,634.39,651.49,705.0,21.33,"Very close to support, Support rejection, Above 200 DMA"
28,FEDERALBNK,343.0,337.6,1.6,0.62,44.4,55,345.19,330.85,359.53,373.87,388.21,364.2,6.18,"Very close to support, Support rejection, Above 200 DMA"
29,RADICO,4360.0,4362.5,-0.06,1.01,41.1,55,4439.86,4275.25,4604.47,4769.09,4933.7,4747.0,8.88,"Very close to support, Support rejection, Above 200 DMA"
30,HEXT,517.5,496.0,4.33,0.98,41.0,55,528.25,486.08,570.43,612.6,654.78,578.0,11.69,"Near support, Bullish candle, Price recovering, RSI improving"
31,POWERINDIA,30790.0,30550.0,0.79,1.1,37.0,55,31357.59,29939.0,32776.18,34194.77,35613.36,36230.0,17.67,"Very close to support, Support rejection, Above 200 DMA"
32,EXIDEIND,409.2,409.7,-0.12,0.71,33.6,55,418.79,401.51,436.07,453.35,470.63,480.95,17.53,"Very close to support, Support rejection, Above 200 DMA"
33,ALKEM,5161.0,5051.0,2.18,2.03,35.4,55,5300.58,4949.98,5651.18,6001.78,6352.38,5510.0,6.76,"Near support, Price recovering, Volume spike, RSI improving"
34,COROMANDEL,1939.1,1890.0,2.6,0.72,43.3,55,1953.9,1852.2,2055.6,2157.3,2259.0,2112.5,8.94,"Near support, Bullish candle, Price recovering, RSI improving"
35,EMAMILTD,373.7,361.15,3.48,1.71,43.6,55,383.42,353.93,412.9,442.39,471.88,413.5,10.65,"Near support, Price recovering, Volume spike, RSI improving"
36,NATCOPHARM,819.15,801.4,2.21,1.12,28.7,55,833.11,785.37,880.85,928.59,976.34,964.85,17.79,"Near support, Bullish candle, Price recovering, RSI improving"
37,TTML,36.15,35.31,2.38,0.72,36.8,55,36.99,34.6,39.38,41.77,44.16,40.5,12.03,"Near support, Bullish candle, Price recovering, RSI improving"
38,KEC,406.9,389.15,4.56,3.98,38.8,55,430.46,381.37,479.55,528.64,577.74,441.95,8.61,"Near support, Price recovering, Volume spike, RSI improving"
39,BSOFT,286.45,274.2,4.47,5.38,44.2,55,303.46,268.72,338.2,372.94,407.67,314.0,9.62,"Near support, Price recovering, Volume spike, RSI improving"
40,TATAELXSI,3440.0,3370.0,2.08,2.3,37.4,55,3539.16,3302.6,3775.73,4012.29,4248.86,3777.6,9.81,"Near support, Price recovering, Volume spike, RSI improving"
41,AWL,183.14,181.0,1.18,0.35,35.7,50,186.31,177.38,195.24,204.18,213.11,204.82,11.84,"Very close to support, Support rejection"
42,KEI,4500.0,4447.0,1.19,0.58,27.4,50,4583.65,4358.06,4809.24,5034.83,5260.42,5899.0,31.09,"Very close to support, Support rejection"
43,AUROPHARMA,1660.0,1598.8,3.83,0.55,53.1,50,1691.38,1566.82,1815.93,1940.48,2065.03,1717.0,3.43,"Near support, Support rejection, Above 50 DMA, Above 200 DMA"
44,CRISIL,4596.9,4401.2,4.45,0.85,48.8,50,4726.83,4313.18,5140.49,5554.15,5967.81,4872.0,5.98,"Near support, Support rejection, Above 50 DMA, Above 200 DMA"
45,JUBLFOOD,466.0,465.65,0.08,0.43,41.1,50,473.9,456.34,491.45,509.01,526.57,527.85,13.27,"Very close to support, Support rejection"
46,AJANTPHARM,3510.4,3425.0,2.49,1.1,48.1,50,3563.01,3356.5,3769.52,3976.04,4182.55,3796.0,8.14,"Near support, Support rejection, Above 50 DMA, Above 200 DMA"
47,SCHAEFFLER,3916.4,3871.7,1.15,0.93,35.3,50,3969.52,3794.27,4144.78,4320.04,4495.3,4202.6,7.31,"Very close to support, Support rejection"
48,NLCINDIA,261.05,263.3,-0.85,0.94,32.0,50,266.93,258.03,275.83,284.73,293.63,282.3,8.14,"Very close to support, Support rejection"
49,OFSS,11803.0,11355.0,3.95,1.07,50.7,50,12123.2,11127.9,13118.5,14113.79,15109.09,12540.0,6.24,"Near support, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
50,PETRONET,283.95,277.15,2.45,0.61,46.0,50,288.98,271.61,306.35,323.72,341.09,300.6,5.86,"Near support, Support rejection, Above 50 DMA, Above 200 DMA"
51,GLAND,2895.5,2776.1,4.3,0.85,55.3,50,2945.88,2720.58,3171.18,3396.48,3621.79,3042.0,5.06,"Near support, Support rejection, Above 50 DMA, Above 200 DMA"
52,GILLETTE,7248.5,7248.0,0.01,0.72,35.9,50,7335.64,7103.04,7568.24,7800.85,8033.45,7639.0,5.39,"Very close to support, Support rejection"
53,LALPATHLAB,1906.4,1855.7,2.73,0.93,52.8,50,1924.84,1818.59,2031.1,2137.35,2243.61,1968.4,3.25,"Near support, Support rejection, Above 50 DMA, Above 200 DMA"
54,EIHOTEL,283.8,281.05,0.98,0.86,37.1,50,288.48,275.43,301.52,314.57,327.62,307.95,8.51,"Very close to support, Support rejection"
55,DCMSHRIRAM,994.1,985.7,0.85,0.51,38.3,50,1006.01,965.99,1046.03,1086.05,1126.07,1119.5,12.61,"Very close to support, Support rejection"
56,DOMS,2120.4,2110.0,0.49,0.49,27.4,50,2148.09,2067.8,2228.38,2308.66,2388.95,2279.9,7.52,"Very close to support, Support rejection"
57,APTUS,244.83,245.5,-0.27,0.84,35.2,50,250.16,240.59,259.73,269.3,278.87,261.96,7.0,"Very close to support, Support rejection"
58,CIEINDIA,375.0,376.05,-0.28,0.87,21.1,50,383.52,368.53,398.5,413.49,428.48,412.4,9.97,"Very close to support, Support rejection"
59,BAJAJHFL,84.0,81.71,2.8,1.38,47.6,48,84.7,80.08,89.32,93.95,98.57,86.82,3.36,"Near support, Support rejection, Volume increasing"
60,CREDITACC,1409.6,1348.6,4.52,0.75,42.3,45,1434.56,1321.63,1547.5,1660.43,1773.37,1566.9,11.16,"Near support, Support rejection, Above 200 DMA"
61,KIMS,766.85,748.3,2.48,0.95,44.6,45,773.69,733.33,814.05,854.41,894.78,827.95,7.97,"Near support, Support rejection, Above 200 DMA"
62,NHPC,76.04,74.3,2.34,0.9,45.3,40,77.22,72.81,81.63,86.04,90.45,77.89,2.43,"Near support, Support rejection"
63,IGL,150.03,146.22,2.61,0.43,46.8,40,152.72,143.3,162.15,171.58,181.01,159.5,6.31,"Near support, Support rejection"
64,PIIND,2255.0,2191.0,2.92,1.12,26.1,40,2292.88,2147.18,2438.57,2584.27,2729.97,2545.0,12.86,"Near support, Support rejection"
65,TENNIND,512.9,497.8,3.03,1.17,38.6,40,533.87,487.84,579.89,625.91,671.93,578.9,12.87,"Near support, Price recovering, RSI improving"
66,AAVAS,1270.3,1234.2,2.92,0.84,36.0,35,1293.18,1209.52,1376.85,1460.51,1544.18,1435.9,13.04,"Near support, Bullish candle"
