Rank,Stock,Price,Support,SupportGap,VolumeX,RSI,Score,Entry,SL,T1,T2,T3,Donchian,BreakoutGap,Reason
1,MARICO,833.5,829.45,0.49,1.37,40.4,98,839.43,812.86,865.99,892.55,919.12,889.1,6.67,"Very close to support, Support rejection, Bullish candle, Price recovering, Volume increasing, RSI improving, Above 200 DMA"
2,ATGL,645.35,635.45,1.56,0.74,40.6,90,648.54,622.74,674.35,700.15,725.95,687.9,6.59,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
3,GODREJIND,1150.5,1131.3,1.7,0.64,32.6,90,1168.93,1108.67,1229.19,1289.45,1349.71,1352.9,17.59,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
4,JSWCEMENT,126.55,122.94,2.94,1.43,41.1,88,127.59,120.48,134.71,141.82,148.94,136.4,7.78,"Near support, Support rejection, Bullish candle, Price recovering, Volume increasing, RSI improving, Above 200 DMA"
5,PATANJALI,348.25,342.15,1.78,0.32,37.5,85,349.55,335.31,363.79,378.03,392.27,365.6,4.98,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
6,POLYMED,1712.6,1651.2,3.72,0.55,47.9,85,1730.95,1618.18,1843.73,1956.51,2069.29,1913.7,11.74,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
7,ATUL,6585.0,6386.5,3.11,0.86,49.0,85,6615.2,6258.77,6971.64,7328.07,7684.51,7007.0,6.41,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
8,NHPC,76.55,75.55,1.32,0.79,43.4,85,76.7,74.04,79.37,82.03,84.7,82.8,8.16,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
9,EMCURE,1878.4,1830.1,2.64,0.71,47.0,85,1896.99,1793.5,2000.47,2103.96,2207.45,2048.0,9.03,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
10,SWANCORP,303.8,297.5,2.12,1.31,44.4,83,307.11,291.55,322.68,338.24,353.8,316.65,4.23,"Near support, Support rejection, Bullish candle, Price recovering, Volume increasing, RSI improving"
11,GICRE,351.85,347.05,1.38,2.41,42.3,80,357.61,340.11,375.12,392.62,410.13,364.5,3.6,"Very close to support, Bullish candle, Price recovering, Volume spike, RSI improving"
12,POLYCAB,9079.0,8855.0,2.53,1.86,46.7,80,9206.38,8677.9,9734.85,10263.33,10791.8,9395.0,3.48,"Near support, Support rejection, Price recovering, Volume spike, RSI improving, Above 200 DMA"
13,MANKIND,2417.5,2337.6,3.42,0.69,47.5,80,2422.34,2290.85,2553.82,2685.31,2816.8,2613.5,8.11,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
14,HSCL,674.35,650.0,3.75,1.15,38.1,80,677.95,637.0,718.91,759.86,800.81,794.5,17.82,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
15,IKS,1750.6,1686.4,3.81,1.04,43.3,80,1774.54,1652.67,1896.41,2018.28,2140.15,1907.4,8.96,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
16,BAJAJHFL,85.29,83.67,1.94,1.56,50.0,80,85.57,82.0,89.15,92.72,96.29,88.4,3.65,"Very close to support, Bullish candle, Price recovering, Volume spike, RSI improving"
17,HEXT,556.6,530.2,4.98,0.34,50.1,80,562.12,519.6,604.65,647.17,689.7,598.1,7.46,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA"
18,GRANULES,832.3,814.2,2.22,1.92,44.5,75,849.7,797.92,901.48,953.26,1005.04,883.0,6.09,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving, Above 200 DMA"
19,INDUSTOWER,379.95,363.5,4.53,1.74,47.5,75,384.97,356.23,413.71,442.45,471.18,398.3,4.83,"Near support, Support rejection, Price recovering, Volume spike, RSI improving"
20,GILLETTE,7409.0,7250.0,2.19,1.1,32.9,75,7474.92,7105.0,7844.84,8214.76,8584.68,7930.0,7.03,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
21,PGEL,596.0,584.5,1.97,0.52,48.9,75,605.91,572.81,639.01,672.11,705.21,643.95,8.05,"Very close to support, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
22,TRITURBINE,583.45,561.05,3.99,2.25,43.0,75,605.26,549.83,660.69,716.12,771.55,654.15,12.12,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving, Above 200 DMA"
23,MSUMI,37.92,36.54,3.78,0.83,37.4,75,38.15,35.81,40.48,42.82,45.16,42.22,11.34,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
24,ONESOURCE,1517.5,1478.0,2.67,1.72,41.0,70,1554.1,1448.44,1659.76,1765.43,1871.09,1741.0,14.73,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving"
25,JSWENERGY,542.1,539.15,0.55,1.78,41.2,70,546.99,528.37,565.62,584.24,602.87,583.4,7.62,"Very close to support, Support rejection, Volume spike, Above 200 DMA"
26,BLS,238.07,233.47,1.97,0.32,38.2,70,240.47,228.8,252.14,263.81,275.48,282.7,18.75,"Very close to support, Support rejection, Price recovering, RSI improving"
27,SCHAEFFLER,4051.1,3975.1,1.91,1.1,47.7,70,4092.17,3895.6,4288.74,4485.31,4681.88,4210.0,3.92,"Very close to support, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
28,PRESTIGE,1623.0,1555.3,4.35,0.53,52.6,70,1639.17,1524.19,1754.15,1869.13,1984.11,1670.0,2.9,"Near support, Support rejection, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
29,KIMS,768.45,753.0,2.05,1.39,39.9,68,787.42,737.94,836.9,886.39,935.87,827.95,7.74,"Near support, Bullish candle, Price recovering, Volume increasing, RSI improving, Above 200 DMA"
30,ALKEM,5320.0,5175.0,2.8,1.34,37.7,68,5369.22,5071.5,5666.93,5964.65,6262.37,5882.5,10.57,"Near support, Support rejection, Price recovering, Volume increasing, RSI improving"
31,PAGEIND,35800.0,35100.0,1.99,0.83,35.3,65,36287.43,34398.0,38176.86,40066.29,41955.72,41590.0,16.17,"Very close to support, Bullish candle, Price recovering, RSI improving"
32,APOLLOTYRE,443.25,422.35,4.95,0.5,56.0,65,448.9,413.9,483.89,518.88,553.87,467.4,5.45,"Near support, Support rejection, Price recovering, RSI improving, Above 50 DMA"
33,MRF,133600.0,129570.0,3.11,0.51,52.6,65,134057.58,126978.6,141136.56,148215.54,155294.52,135755.0,1.61,"Near support, Support rejection, Price recovering, RSI improving, Above 50 DMA"
