Rank,Stock,Price,Support,SupportGap,VolumeX,RSI,Score,Entry,SL,T1,T2,T3,Donchian,BreakoutGap,Reason
1,ARE&M,795.3,789.0,0.8,1.55,24.1,100,802.2,773.22,831.18,860.16,889.14,937.8,17.92,"Very close to support, Support rejection, Bullish candle, Price recovering, Volume spike, RSI improving"
2,GILLETTE,7307.0,7180.0,1.77,1.73,40.9,100,7363.2,7036.4,7689.99,8016.79,8343.59,7582.5,3.77,"Very close to support, Support rejection, Bullish candle, Price recovering, Volume spike, RSI improving"
3,SONACOMS,777.9,767.0,1.42,2.02,46.1,90,792.83,751.66,834.0,875.18,916.35,844.0,8.5,"Very close to support, Bullish candle, Price recovering, Volume spike, RSI improving, Above 50 DMA, Above 200 DMA"
4,SCHAEFFLER,3991.0,3818.1,4.53,1.78,49.3,90,4049.48,3741.74,4357.23,4664.97,4972.72,4202.6,5.3,"Near support, Support rejection, Bullish candle, Price recovering, Volume spike, RSI improving"
5,EMMVEE,325.5,315.9,3.04,1.35,47.7,88,327.4,309.58,345.23,363.05,380.87,349.7,7.43,"Near support, Support rejection, Bullish candle, Price recovering, Volume increasing, RSI improving, Above 200 DMA"
6,BIOCON,380.0,373.5,1.74,1.08,30.4,85,382.76,366.03,399.5,416.23,432.97,421.6,10.95,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
7,TATAELXSI,3381.8,3355.1,0.8,0.73,34.6,85,3411.81,3288.0,3535.62,3659.43,3783.25,3777.6,11.7,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
8,HAVELLS,1092.0,1081.1,1.01,0.7,22.0,85,1097.79,1059.48,1136.1,1174.42,1212.73,1306.6,19.65,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
9,BERGEPAINT,448.6,444.15,1.0,1.79,23.2,85,453.25,435.27,471.24,489.23,507.22,544.5,21.38,"Very close to support, Support rejection, Price recovering, Volume spike, RSI improving"
10,VOLTAS,1135.0,1131.0,0.35,0.57,32.6,85,1143.48,1108.38,1178.58,1213.69,1248.79,1245.0,9.69,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
11,JSWCEMENT,116.64,115.03,1.4,0.89,23.8,85,117.47,112.73,122.22,126.96,131.71,128.28,9.98,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
12,HINDCOPPER,485.5,477.5,1.68,0.33,37.1,85,490.28,467.95,512.61,534.94,557.26,586.75,20.85,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
13,CENTRALBK,30.4,29.89,1.71,0.73,40.7,85,30.71,29.29,32.13,33.55,34.97,31.57,3.85,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
14,INDUSINDBK,958.2,944.5,1.45,2.64,38.3,85,972.64,925.61,1019.67,1066.7,1113.74,1022.0,6.66,"Very close to support, Bullish candle, Price recovering, Volume spike, RSI improving, Above 200 DMA"
15,SUMICHEM,455.45,446.75,1.95,0.89,25.9,85,459.82,437.81,481.82,503.82,525.83,563.8,23.79,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
16,SYNGENE,380.2,374.2,1.6,0.32,34.1,85,382.26,366.72,397.81,413.36,428.9,419.5,10.34,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
17,KPIL,1399.3,1345.6,3.99,1.5,53.2,85,1420.34,1318.69,1521.98,1623.63,1725.28,1452.7,3.82,"Near support, Support rejection, Price recovering, Volume spike, RSI improving, Above 50 DMA, Above 200 DMA"
18,NCC,135.6,133.78,1.36,0.84,35.8,85,137.37,131.1,143.64,149.91,156.18,153.86,13.47,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
19,TBOTEK,1647.7,1600.0,2.98,0.49,47.9,85,1686.57,1568.0,1805.13,1923.7,2042.27,1750.0,6.21,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
20,LATENTVIEW,255.0,251.05,1.57,0.49,32.7,85,256.41,246.03,266.79,277.18,287.56,292.0,14.51,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
21,LTFOODS,421.9,408.95,3.17,0.09,44.0,85,424.85,400.77,448.92,473.0,497.08,490.7,16.31,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
22,DELHIVERY,425.95,414.6,2.74,1.44,34.2,83,430.81,406.31,455.31,479.81,504.32,471.95,10.8,"Near support, Support rejection, Bullish candle, Price recovering, Volume increasing, RSI improving"
23,EXIDEIND,418.6,405.1,3.33,0.51,41.3,80,422.79,397.0,448.59,474.39,500.18,467.95,11.79,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
24,BANKINDIA,138.17,136.85,0.96,1.82,38.7,80,141.39,134.11,148.67,155.95,163.23,147.9,7.04,"Very close to support, Bullish candle, Price recovering, Volume spike, RSI improving"
25,IPCALAB,1970.3,1880.4,4.78,2.31,61.4,80,2018.03,1842.79,2193.26,2368.5,2543.74,2001.5,1.58,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving, Above 50 DMA, Above 200 DMA"
26,OFSS,11620.0,11355.0,2.33,0.61,46.6,80,11689.33,11127.9,12250.76,12812.2,13373.63,12540.0,7.92,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
27,JSWINFRA,326.65,317.9,2.75,0.89,42.5,80,330.11,311.54,348.68,367.24,385.81,349.2,6.9,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
28,NH,1868.6,1781.0,4.92,0.57,46.9,80,1888.17,1745.38,2030.96,2173.75,2316.54,1949.6,4.33,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
29,SIGNATURE,755.3,742.85,1.68,2.8,39.2,80,794.89,727.99,861.78,928.67,995.57,812.0,7.51,"Very close to support, Bullish candle, Price recovering, Volume spike, RSI improving"
30,NETWEB,4578.5,4388.0,4.34,0.6,37.4,80,4627.24,4300.24,4954.23,5281.23,5608.22,5813.0,26.96,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
31,KAJARIACER,1217.2,1179.1,3.23,0.43,47.7,80,1226.85,1155.52,1298.18,1369.51,1440.84,1274.5,4.71,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
32,AFFLE,1545.6,1489.2,3.79,0.23,42.3,80,1554.7,1459.42,1649.99,1745.28,1840.56,1748.2,13.11,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
33,CASTROLIND,191.72,184.1,4.14,2.64,64.1,80,193.26,180.42,206.09,218.93,231.77,191.8,0.04,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving, Above 50 DMA, Above 200 DMA"
34,ABLBL,82.41,82.11,0.37,2.26,32.9,80,84.35,80.47,88.23,92.11,95.99,87.86,6.61,"Very close to support, Bullish candle, Price recovering, Volume spike, RSI improving"
35,LINDEINDIA,6094.5,6024.5,1.16,1.36,24.2,78,6160.3,5904.01,6416.58,6672.87,6929.15,6850.0,12.4,"Very close to support, Support rejection, Price recovering, Volume increasing, RSI improving"
36,TENNIND,514.05,497.8,3.26,0.44,40.0,75,517.18,487.84,546.52,575.86,605.2,578.9,12.62,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
37,UTIAMC,898.25,866.0,3.72,0.32,48.8,75,904.46,848.68,960.23,1016.01,1071.78,923.0,2.76,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
38,EIDPARRY,703.1,685.5,2.57,0.23,27.7,75,708.21,671.79,744.64,781.06,817.48,865.4,23.08,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
39,GALLANTT,537.7,521.5,3.11,0.69,36.3,75,551.1,511.07,591.13,631.16,671.19,599.0,11.4,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
40,NUVOCO,319.0,307.95,3.59,0.53,41.9,75,321.54,301.79,341.29,361.04,380.79,354.8,11.22,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
41,NAVINFLUOR,8220.0,8090.0,1.61,0.86,44.9,75,8341.65,7928.2,8755.1,9168.55,9582.0,8949.5,8.87,"Very close to support, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
42,NATCOPHARM,818.25,801.0,2.15,0.95,30.9,75,821.64,784.98,858.3,894.96,931.62,916.0,11.95,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
43,SUNTV,468.4,447.7,4.62,0.4,47.9,75,471.94,438.75,505.14,538.33,571.53,485.65,3.68,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
44,PGEL,529.35,513.0,3.19,0.48,32.6,75,534.77,502.74,566.79,598.82,630.85,613.7,15.93,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
45,BSE,3259.0,3131.5,4.07,0.66,42.8,75,3309.61,3068.87,3550.34,3791.08,4031.81,3474.0,6.6,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
46,3MINDIA,32530.0,31500.0,3.27,0.55,40.2,75,32705.28,30870.0,34540.56,36375.84,38211.12,35290.0,8.48,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
47,ENDURANCE,2690.8,2582.0,4.21,1.77,39.2,75,2712.01,2530.36,2893.67,3075.32,3256.97,3072.0,14.17,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving, Above 200 DMA"
48,ASTRAL,1398.9,1357.6,3.04,0.42,35.0,75,1403.8,1330.45,1477.16,1550.51,1623.86,1581.0,13.02,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
49,MPHASIS,2320.0,2273.3,2.05,0.65,42.6,75,2329.75,2227.83,2431.67,2533.58,2635.5,2523.0,8.75,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
50,KPITTECH,559.3,545.6,2.51,0.42,40.2,75,562.07,534.69,589.46,616.84,644.22,613.45,9.68,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
51,KEI,4560.0,4447.0,2.54,0.35,30.7,75,4570.12,4358.06,4782.18,4994.25,5206.31,5779.0,26.73,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
52,GODFRYPHLP,1943.0,1895.0,2.53,0.59,33.6,75,1952.7,1857.1,2048.3,2143.89,2239.49,2167.7,11.56,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
53,MANKIND,2300.0,2222.0,3.51,1.57,43.1,75,2313.42,2177.56,2449.28,2585.13,2720.99,2423.9,5.39,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving, Above 200 DMA"
