Rank,Stock,Price,Support,SupportGap,VolumeX,RSI,Score,Entry,SL,T1,T2,T3,Donchian,BreakoutGap,Reason
11,MINDACORP,685.4,661.8,3.57,0.49,44.5,80,689.33,648.56,730.09,770.85,811.61,734.85,7.21,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
12,STARHEALTH,544.6,531.05,2.55,0.77,39.2,80,548.09,520.43,575.76,603.42,631.09,588.0,7.97,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
13,BERGEPAINT,452.6,443.9,1.96,1.3,31.1,78,457.81,435.02,480.61,503.4,526.19,517.4,14.32,"Very close to support, Support rejection, Price recovering, Volume increasing, RSI improving"
14,LUPIN,2135.0,2033.5,4.99,0.83,46.6,75,2139.27,1992.83,2285.71,2432.15,2578.59,2237.9,4.82,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
15,INDUSTOWER,382.1,368.7,3.63,0.82,51.7,75,382.86,361.33,404.4,425.94,447.48,390.85,2.29,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
16,KFINTECH,898.0,872.5,2.92,0.93,43.6,75,907.56,855.05,960.07,1012.58,1065.1,978.0,8.91,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
17,DEEPAKNTR,1613.2,1546.2,4.33,0.6,41.9,75,1627.05,1515.28,1738.82,1850.59,1962.36,1820.0,12.82,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
18,TIMKEN,3178.5,3070.1,3.53,1.05,49.1,75,3201.29,3008.7,3393.88,3586.47,3779.06,3321.0,4.48,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
19,NHPC,76.01,74.3,2.3,0.96,47.3,75,76.64,72.81,80.47,84.3,88.13,77.89,2.47,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
20,IDEA,14.27,13.82,3.26,1.26,48.4,73,14.39,13.54,15.23,16.08,16.92,15.79,10.65,"Near support, Bullish candle, Price recovering, Volume increasing, RSI improving, Above 50 DMA, Above 200 DMA"
21,JBMA,593.15,585.0,1.39,1.27,37.4,73,608.16,573.3,643.03,677.89,712.76,661.1,11.46,"Very close to support, Bullish candle, Price recovering, Volume increasing, RSI improving"
22,UPL,559.9,549.8,1.84,1.3,44.1,73,563.68,538.8,588.55,613.42,638.29,591.0,5.55,"Very close to support, Support rejection, Bullish candle, Volume increasing"
23,KPRMILL,1120.8,1080.0,3.78,0.44,48.7,70,1134.16,1058.4,1209.93,1285.69,1361.46,1197.9,6.88,"Near support, Support rejection, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
24,SUMICHEM,457.5,446.75,2.41,1.9,30.4,70,463.63,437.81,489.44,515.25,541.06,534.0,16.72,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving"
25,ZEEL,78.21,76.76,1.89,0.36,29.4,70,79.36,75.22,83.49,87.63,91.76,107.5,37.45,"Very close to support, Support rejection, Price recovering, RSI improving"
26,NEWGEN,495.7,487.1,1.77,0.28,40.4,70,501.75,477.36,526.14,550.54,574.93,575.9,16.18,"Very close to support, Support rejection, Price recovering, RSI improving"
27,GRSE,2399.7,2290.0,4.79,1.72,40.5,70,2464.12,2244.2,2684.04,2903.96,3123.87,2677.1,11.56,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving"
28,DOMS,2098.8,2061.3,1.82,0.48,34.0,70,2115.92,2020.07,2211.77,2307.62,2403.47,2279.9,8.63,"Very close to support, Support rejection, Price recovering, RSI improving"
29,ATUL,6176.5,5995.0,3.03,3.16,40.9,70,6246.47,5875.1,6617.84,6989.2,7360.57,6642.5,7.54,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving"
30,APTUS,242.08,233.12,3.84,2.45,37.3,70,244.52,228.46,260.58,276.64,292.7,261.96,8.21,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving"
31,OLAELEC,37.78,36.02,4.89,1.22,48.2,68,38.98,35.3,42.66,46.33,50.01,42.25,11.83,"Near support, Bullish candle, Price recovering, Volume increasing, RSI improving, Above 200 DMA"
32,RITES,203.6,202.0,0.79,1.92,32.9,65,208.76,197.96,219.55,230.35,241.15,222.99,9.52,"Very close to support, Price recovering, Volume spike, RSI improving"
33,ZFCVINDIA,2362.2,2341.0,0.91,3.06,32.6,65,2390.67,2294.18,2487.16,2583.66,2680.15,2648.5,12.12,"Very close to support, Support rejection, Volume spike"
34,UCOBANK,23.72,23.51,0.89,0.52,32.2,65,23.83,23.04,24.62,25.4,26.19,26.44,11.47,"Very close to support, Bullish candle, Price recovering, RSI improving"
35,MGL,1067.3,1047.0,1.94,1.65,42.5,65,1081.96,1026.06,1137.86,1193.76,1249.66,1131.0,5.97,"Very close to support, Support rejection, Volume spike"
36,BRIGADE,616.55,598.6,3.0,0.42,46.0,65,625.25,586.63,663.87,702.49,741.11,735.0,19.21,"Near support, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
37,BALRAMCHIN,661.05,636.8,3.81,0.3,46.5,65,669.74,624.06,715.41,761.08,806.76,742.0,12.25,"Near support, Support rejection, Bullish candle, Above 50 DMA, Above 200 DMA"
38,NIACL,187.41,179.15,4.61,0.16,47.2,65,191.92,175.57,208.28,224.64,240.99,242.6,29.45,"Near support, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
39,NAUKRI,1304.0,1242.8,4.92,1.06,53.7,65,1319.53,1217.94,1421.12,1522.71,1624.3,1371.7,5.19,"Near support, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
40,LGEINDIA,1663.7,1599.0,4.05,0.86,53.8,65,1688.17,1567.02,1809.32,1930.47,2051.62,1727.1,3.81,"Near support, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
41,KALYANKJIL,583.1,556.5,4.78,0.45,46.5,65,592.13,545.37,638.89,685.66,732.42,635.95,9.06,"Near support, Support rejection, Price recovering, RSI improving, Above 200 DMA"
42,NATCOPHARM,815.05,801.0,1.75,1.63,32.8,65,821.64,784.98,858.3,894.96,931.62,885.05,8.59,"Very close to support, Support rejection, Volume spike"
43,MOTILALOFS,1007.0,963.8,4.48,1.1,53.2,65,1027.05,944.52,1109.58,1192.1,1274.63,1060.2,5.28,"Near support, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
44,LINDEINDIA,6320.0,6024.5,4.9,1.37,44.3,63,6492.46,5904.01,7080.91,7669.36,8257.81,6695.0,5.93,"Near support, Bullish candle, Price recovering, Volume increasing, RSI improving"
45,IFCI,75.94,73.01,4.01,0.51,40.9,60,77.23,71.55,82.92,88.6,94.29,107.5,41.56,"Near support, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
46,CEATLTD,3401.4,3241.3,4.94,0.96,48.3,60,3428.84,3176.47,3681.21,3933.58,4185.95,3617.8,6.36,"Near support, Support rejection, Price recovering, RSI improving"
47,MANAPPURAM,319.3,310.0,3.0,0.57,38.9,60,320.84,303.8,337.88,354.92,371.96,372.55,16.68,"Near support, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
48,MARICO,830.0,791.25,4.9,0.57,52.3,60,832.16,775.42,888.9,945.63,1002.37,849.0,2.29,"Near support, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
49,BAYERCROP,3765.8,3725.0,1.1,1.48,20.4,58,3804.99,3650.5,3959.49,4113.98,4268.48,4105.0,9.01,"Very close to support, Support rejection, Volume increasing"
50,THELEELA,537.05,513.15,4.66,1.23,50.7,58,549.85,502.89,596.81,643.77,690.73,582.85,8.53,"Near support, Support rejection, Volume increasing, Above 50 DMA, Above 200 DMA"
51,IGL,146.68,146.22,0.31,1.43,39.0,58,149.29,143.3,155.28,161.27,167.27,159.5,8.74,"Very close to support, Support rejection, Volume increasing"
52,BSE,3235.0,3085.1,4.86,0.78,43.3,55,3260.51,3023.4,3497.62,3734.73,3971.84,3474.5,7.4,"Near support, Bullish candle, Price recovering, RSI improving"
53,BHARTIHEXA,1534.3,1465.0,4.73,0.49,49.2,55,1553.1,1435.7,1670.5,1787.9,1905.3,1616.9,5.38,"Near support, Bullish candle, Price recovering, RSI improving"
54,FORTIS,896.55,861.4,4.08,0.85,46.1,55,910.62,844.17,977.06,1043.51,1109.95,941.9,5.06,"Near support, Bullish candle, Price recovering, RSI improving"
55,COROMANDEL,1944.9,1890.0,2.9,0.68,46.6,55,1957.31,1852.2,2062.41,2167.52,2272.63,2019.9,3.86,"Near support, Bullish candle, Price recovering, RSI improving"
56,LICI,404.55,386.5,4.67,0.8,47.1,55,407.61,378.77,436.46,465.3,494.14,428.15,5.83,"Near support, Bullish candle, Price recovering, RSI improving"
57,ELECON,420.55,402.4,4.51,0.38,47.0,55,425.8,394.35,457.25,488.7,520.14,457.0,8.67,"Near support, Bullish candle, Price recovering, RSI improving"
58,NLCINDIA,267.0,254.3,4.99,0.67,44.6,55,270.34,249.21,291.47,312.59,333.72,282.3,5.73,"Near support, Bullish candle, Price recovering, RSI improving"
59,IRCON,109.09,106.8,2.14,1.18,25.8,55,111.12,104.66,117.58,124.04,130.5,126.83,16.26,"Near support, Bullish candle, Price recovering, RSI improving"
60,TRAVELFOOD,1230.3,1190.1,3.38,0.26,38.9,55,1243.18,1166.3,1320.06,1396.95,1473.83,1416.5,15.13,"Near support, Bullish candle, Price recovering, RSI improving"
61,TARIL,280.75,269.55,4.16,0.56,37.1,55,286.32,264.16,308.48,330.65,352.81,326.95,16.46,"Near support, Bullish candle, Price recovering, RSI improving"
62,JSWENERGY,518.0,503.05,2.97,0.53,42.5,55,523.09,492.99,553.2,583.3,613.41,553.7,6.89,"Near support, Bullish candle, Price recovering, RSI improving"
63,INDUSINDBK,955.0,944.5,1.11,0.56,38.5,55,965.43,925.61,1005.24,1045.06,1084.88,1022.0,7.02,"Very close to support, Support rejection, Above 200 DMA"
64,TTML,35.62,34.62,2.89,0.29,39.9,55,36.06,33.93,38.2,40.33,42.47,40.5,13.7,"Near support, Bullish candle, Price recovering, RSI improving"
65,RAINBOW,1430.9,1409.4,1.53,1.11,43.0,55,1457.51,1381.21,1533.81,1610.1,1686.4,1505.0,5.18,"Very close to support, Support rejection, Above 200 DMA"
66,RAMCOCEM,883.5,849.2,4.04,1.13,49.4,55,891.68,832.22,951.14,1010.61,1070.07,944.0,6.85,"Near support, Support rejection, Bullish candle"
67,AJANTPHARM,3519.3,3425.0,2.75,1.41,48.9,53,3554.09,3356.5,3751.69,3949.28,4146.88,3666.0,4.17,"Near support, Support rejection, Volume increasing, Above 200 DMA"
68,CHOLAHLDNG,1459.6,1437.0,1.57,1.02,33.4,50,1484.06,1408.26,1559.86,1635.67,1711.47,1571.1,7.64,"Very close to support, Support rejection"
69,JWL,228.63,225.65,1.32,1.06,28.9,50,233.37,221.14,245.59,257.82,270.05,253.45,10.86,"Very close to support, Price recovering, RSI improving"
70,PIRAMALFIN,2206.7,2150.0,2.64,0.64,48.9,50,2236.36,2107.0,2365.73,2495.09,2624.45,2326.4,5.42,"Near support, Support rejection, Above 50 DMA, Above 200 DMA"
71,NATIONALUM,352.2,350.1,0.6,0.6,39.2,50,353.91,343.1,364.71,375.52,386.33,403.35,14.52,"Very close to support, Support rejection"
72,IDFCFIRSTB,85.37,82.5,3.48,0.44,49.8,50,86.27,80.85,91.69,97.12,102.54,88.1,3.2,"Near support, Support rejection, Above 50 DMA, Above 200 DMA"
73,NYKAA,333.55,322.7,3.36,0.48,49.6,50,338.33,316.25,360.4,382.48,404.56,349.55,4.8,"Near support, Support rejection, Above 50 DMA, Above 200 DMA"
74,MAHABANK,82.4,79.2,4.04,0.38,49.5,50,83.47,77.62,89.32,95.17,101.02,87.5,6.19,"Near support, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
75,KPITTECH,529.05,526.95,0.4,0.96,31.7,50,540.98,516.41,565.55,590.12,614.69,613.45,15.95,"Very close to support, Support rejection"
76,INDIANB,840.8,833.8,0.84,0.51,38.4,50,852.5,817.12,887.88,923.26,958.63,906.7,7.84,"Very close to support, Support rejection"
77,LTTS,3293.6,3286.8,0.21,0.52,34.9,50,3337.16,3221.06,3453.26,3569.35,3685.45,3675.0,11.58,"Very close to support, Support rejection"
78,SIGNATURE,763.1,742.85,2.73,1.29,43.0,48,789.13,727.99,850.26,911.39,972.52,809.9,6.13,"Near support, Price recovering, Volume increasing, RSI improving"
79,IEX,112.9,110.35,2.31,1.27,33.6,48,114.35,108.14,120.55,126.76,132.96,124.83,10.57,"Near support, Support rejection, Volume increasing"
80,ABSLAMC,1027.0,992.6,3.47,0.58,45.4,45,1045.69,972.75,1118.63,1191.57,1264.5,1116.9,8.75,"Near support, Support rejection, Above 200 DMA"
81,GROWW,189.18,185.35,2.07,0.28,42.7,45,190.88,181.64,200.12,209.36,218.59,205.21,8.47,"Near support, Support rejection, Above 200 DMA"
82,M&MFIN,352.4,341.0,3.34,0.98,40.8,45,357.56,334.18,380.95,404.33,427.71,389.4,10.5,"Near support, Support rejection, Above 200 DMA"
83,LTF,304.9,293.5,3.88,0.73,45.9,45,309.87,287.63,332.11,354.35,376.58,327.3,7.35,"Near support, Support rejection, Above 200 DMA"
84,GODREJIND,1099.6,1078.0,2.0,0.36,35.0,45,1113.22,1056.44,1170.0,1226.79,1283.57,1215.9,10.58,"Near support, Support rejection, Above 200 DMA"
85,ASTERDM,750.7,729.05,2.97,0.51,40.6,45,759.97,714.47,805.46,850.96,896.46,798.8,6.41,"Near support, Support rejection, Above 200 DMA"
86,AUBANK,1036.4,1015.1,2.1,0.57,42.3,45,1045.59,994.8,1096.38,1147.17,1197.95,1144.1,10.39,"Near support, Support rejection, Above 200 DMA"
87,GODREJPROP,1699.5,1647.6,3.15,0.64,28.3,40,1735.46,1614.65,1856.28,1977.1,2097.91,2095.0,23.27,"Near support, Price recovering, RSI improving"
88,360ONE,1073.5,1037.1,3.51,0.49,36.9,40,1095.39,1016.36,1174.41,1253.44,1332.47,1219.8,13.63,"Near support, Price recovering, RSI improving"
89,PREMIERENE,907.2,878.3,3.29,0.95,34.3,40,921.84,860.73,982.95,1044.05,1105.16,1040.0,14.64,"Near support, Support rejection"
90,SBICARD,634.95,612.6,3.65,0.22,46.0,40,643.94,600.35,687.52,731.11,774.7,675.0,6.31,"Near support, Support rejection"
91,SRF,2538.3,2444.5,3.84,0.32,47.4,40,2559.41,2395.61,2723.21,2887.01,3050.8,2648.0,4.32,"Near support, Support rejection"
92,CAMS,704.0,681.0,3.38,0.77,34.9,40,715.93,667.38,764.48,813.03,861.58,786.4,11.7,"Near support, Price recovering, RSI improving"
93,SARDAEN,503.35,489.5,2.83,0.36,46.5,40,511.02,479.71,542.33,573.64,604.95,555.0,10.26,"Near support, Price recovering, RSI improving"
94,SYNGENE,377.5,360.4,4.74,0.64,39.7,40,386.62,353.19,420.05,453.48,486.91,419.5,11.13,"Near support, Support rejection"
95,ZENSARTECH,432.6,421.0,2.76,0.17,37.2,35,440.18,412.58,467.78,495.38,522.97,484.35,11.96,"Near support, Bullish candle"
