Rank,Stock,Price,Support,SupportGap,VolumeX,RSI,Score,Entry,SL,T1,T2,T3,Donchian,BreakoutGap,Reason
1,STARHEALTH,545.7,537.0,1.62,1.93,36.0,105,550.55,526.26,574.84,599.13,623.42,588.45,7.83,"Very close to support, Support rejection, Bullish candle, Price recovering, Volume spike, RSI improving, Above 200 DMA"
2,NEULANDLAB,22625.0,22430.0,0.87,1.25,49.7,103,23171.25,21981.4,24361.1,25550.95,26740.8,24225.0,7.07,"Very close to support, Support rejection, Bullish candle, Price recovering, Volume increasing, RSI improving, Above 50 DMA, Above 200 DMA"
3,APLAPOLLO,2120.0,2097.2,1.09,1.4,49.3,103,2137.17,2055.26,2219.08,2300.99,2382.89,2281.0,7.59,"Very close to support, Support rejection, Bullish candle, Price recovering, Volume increasing, RSI improving, Above 50 DMA, Above 200 DMA"
4,APOLLOTYRE,411.95,405.05,1.7,3.13,37.9,100,430.41,396.95,463.87,497.33,530.79,467.4,13.46,"Very close to support, Support rejection, Bullish candle, Price recovering, Volume spike, RSI improving"
5,DIXON,13181.0,12980.0,1.55,1.44,31.6,98,13286.52,12720.4,13852.64,14418.76,14984.88,15000.0,13.8,"Very close to support, Support rejection, Bullish candle, Price recovering, Volume increasing, RSI improving, Above 200 DMA"
6,PHOENIXLTD,1855.0,1825.1,1.64,1.3,39.1,98,1867.83,1788.6,1947.06,2026.29,2105.52,1971.0,6.25,"Very close to support, Support rejection, Bullish candle, Price recovering, Volume increasing, RSI improving, Above 200 DMA"
7,SAPPHIRE,223.32,219.31,1.83,0.24,48.2,95,226.45,214.92,237.98,249.51,261.04,258.78,15.88,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
8,JSL,730.85,696.05,5.0,1.54,49.1,95,740.28,682.13,798.43,856.57,914.72,794.0,8.64,"Near support, Support rejection, Bullish candle, Price recovering, Volume spike, RSI improving, Above 50 DMA"
9,GODREJIND,1136.5,1100.1,3.31,3.47,41.2,95,1174.34,1078.1,1270.59,1366.84,1463.08,1263.4,11.17,"Near support, Support rejection, Bullish candle, Price recovering, Volume spike, RSI improving, Above 200 DMA"
10,RKFORGE,688.8,684.6,0.61,0.72,43.6,95,695.29,670.91,719.67,744.05,768.43,772.8,12.2,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
11,ITCHOTELS,153.39,152.0,0.91,1.25,34.0,93,154.26,148.96,159.56,164.85,170.15,167.9,9.46,"Very close to support, Support rejection, Bullish candle, Price recovering, Volume increasing, RSI improving"
12,ANANDRATHI,2206.2,2145.1,2.85,1.41,57.6,93,2215.42,2102.2,2328.65,2441.87,2555.09,2242.0,1.62,"Near support, Support rejection, Bullish candle, Price recovering, Volume increasing, RSI improving, Above 50 DMA, Above 200 DMA"
13,NBCC,81.41,80.13,1.6,1.29,26.9,93,81.7,78.53,84.88,88.05,91.23,90.5,11.17,"Very close to support, Support rejection, Bullish candle, Price recovering, Volume increasing, RSI improving"
14,BLUEDART,4850.5,4791.0,1.24,1.21,38.4,93,4878.64,4695.18,5062.1,5245.55,5429.01,5159.5,6.37,"Very close to support, Support rejection, Bullish candle, Price recovering, Volume increasing, RSI improving"
15,BDL,1136.0,1123.0,1.16,1.34,24.0,93,1141.18,1100.54,1181.82,1222.45,1263.09,1401.7,23.39,"Very close to support, Support rejection, Bullish candle, Price recovering, Volume increasing, RSI improving"
16,BELRISE,229.35,225.0,1.93,0.99,45.0,90,230.21,220.5,239.92,249.63,259.34,241.12,5.13,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
17,BHARATFORG,1885.0,1869.1,0.85,0.74,32.5,90,1901.4,1831.72,1971.07,2040.75,2110.43,2104.9,11.67,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
18,AARTIIND,472.85,466.1,1.45,0.67,35.7,90,475.4,456.78,494.02,512.64,531.26,551.75,16.69,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
19,ENDURANCE,2628.4,2609.8,0.71,0.68,31.0,90,2664.32,2557.6,2771.03,2877.75,2984.46,3072.0,16.88,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
20,AUBANK,1033.2,1024.6,0.84,0.72,38.6,90,1040.18,1004.11,1076.24,1112.31,1148.38,1144.1,10.73,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
21,ABFRL,49.74,48.71,2.11,1.79,33.3,90,50.55,47.74,53.37,56.18,59.0,55.86,12.3,"Near support, Support rejection, Bullish candle, Price recovering, Volume spike, RSI improving"
22,MAHABANK,80.21,79.56,0.82,1.1,41.4,90,81.86,77.97,85.76,89.65,93.55,87.5,9.09,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
23,KPRMILL,1121.4,1098.0,2.13,0.69,48.4,85,1132.46,1076.04,1188.88,1245.3,1301.72,1197.9,6.82,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
24,HUDCO,169.73,168.5,0.73,0.61,22.8,85,171.54,165.13,177.95,184.37,190.78,192.0,13.12,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
25,LICI,395.5,390.65,1.24,0.86,37.1,85,396.29,382.84,409.75,423.2,436.65,428.15,8.26,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
26,LTTS,3351.5,3300.5,1.55,0.52,38.3,85,3372.73,3234.49,3510.97,3649.22,3787.46,3675.0,9.65,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
27,CCL,1065.5,1056.0,0.9,0.66,38.4,85,1082.86,1034.88,1130.84,1178.82,1226.81,1144.4,7.4,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
28,ABREL,1233.4,1227.0,0.52,0.82,27.2,85,1252.8,1202.46,1303.14,1353.48,1403.82,1486.0,20.48,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
