Rank,Stock,Price,Support,SupportGap,VolumeX,RSI,Score,Entry,SL,T1,T2,T3,Donchian,BreakoutGap,Reason
1,NUVOCO,322.85,317.0,1.85,2.56,43.3,100,325.9,310.66,341.14,356.38,371.62,357.6,10.76,"Very close to support, Support rejection, Bullish candle, Price recovering, Volume spike, RSI improving"
2,JUBLINGREA,693.25,663.9,4.42,2.14,42.8,95,697.34,650.62,744.06,790.78,837.5,769.7,11.03,"Near support, Support rejection, Bullish candle, Price recovering, Volume spike, RSI improving, Above 200 DMA"
3,NIVABUPA,82.3,80.08,2.77,1.66,41.6,95,84.02,78.48,89.56,95.1,100.64,88.0,6.93,"Near support, Support rejection, Bullish candle, Price recovering, Volume spike, RSI improving, Above 200 DMA"
4,CHAMBLFERT,412.3,406.9,1.33,1.39,26.8,93,414.68,398.76,430.59,446.51,462.42,466.15,13.06,"Very close to support, Support rejection, Bullish candle, Price recovering, Volume increasing, RSI improving"
5,ABBOTINDIA,26135.0,25800.0,1.3,0.93,38.2,85,26267.43,25284.0,27250.86,28234.29,29217.72,28635.0,9.57,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
6,TORNTPOWER,1219.3,1208.0,0.94,0.85,25.5,85,1225.45,1183.84,1267.05,1308.66,1350.26,1390.0,14.0,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
7,BAYERCROP,3987.6,3940.0,1.21,0.71,34.6,85,4011.71,3861.2,4162.21,4312.72,4463.23,4355.0,9.21,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
8,ABREL,1357.0,1350.0,0.52,0.69,41.8,85,1380.36,1323.0,1437.71,1495.07,1552.42,1486.0,9.51,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
9,MSUMI,37.11,36.54,1.56,0.94,34.6,85,37.37,35.81,38.94,40.51,42.07,42.22,13.77,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
10,MGL,1077.7,1065.2,1.17,0.7,41.3,85,1091.98,1043.9,1140.06,1188.15,1236.23,1173.2,8.86,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
11,FSL,266.0,261.6,1.68,0.48,44.8,85,267.63,256.37,278.9,290.17,301.43,341.9,28.53,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
12,CENTRALBK,30.31,30.1,0.7,0.64,36.6,85,30.55,29.5,31.6,32.66,33.71,31.73,4.68,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
13,BLUEJET,586.35,570.25,2.82,1.04,50.4,85,601.1,558.85,643.35,685.61,727.86,615.6,4.99,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
14,PHOENIXLTD,1892.6,1870.0,1.21,1.93,41.4,85,1900.29,1832.6,1967.99,2035.68,2103.37,1969.0,4.04,"Very close to support, Support rejection, Bullish candle, Volume spike, Above 200 DMA"
15,PIIND,2397.1,2370.0,1.14,0.45,31.9,85,2406.9,2322.6,2491.21,2575.51,2659.82,2840.0,18.48,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
16,PATANJALI,345.8,342.15,1.07,0.81,35.8,85,348.65,335.31,361.98,375.32,388.66,365.6,5.73,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
17,UPL,567.1,557.95,1.64,2.05,43.5,85,569.84,546.79,592.88,615.93,638.98,619.65,9.27,"Very close to support, Support rejection, Price recovering, Volume spike, RSI improving"
18,COROMANDEL,1922.9,1890.0,1.74,0.44,36.6,85,1940.67,1852.2,2029.15,2117.62,2206.09,2129.9,10.76,"Very close to support, Support rejection, Bullish candle, Price recovering, RSI improving"
19,HEROMOTOCO,5555.0,5425.0,2.4,1.9,51.1,85,5670.32,5316.5,6024.14,6377.95,6731.77,5937.0,6.88,"Near support, Support rejection, Price recovering, Volume spike, RSI improving, Above 50 DMA, Above 200 DMA"
20,ZFCVINDIA,2547.8,2445.8,4.17,0.73,48.6,85,2596.98,2396.88,2797.08,2997.18,3197.28,2691.0,5.62,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
21,JWL,242.36,240.0,0.98,1.6,34.2,80,252.42,235.2,269.65,286.87,304.1,268.95,10.97,"Very close to support, Bullish candle, Price recovering, Volume spike, RSI improving"
22,AEGISVOPAK,270.1,258.3,4.57,0.87,47.9,80,272.54,253.13,291.95,311.36,330.77,306.55,13.49,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
23,JAINREC,280.7,275.95,1.72,2.38,34.1,80,294.29,270.43,318.14,342.0,365.86,332.35,18.4,"Very close to support, Bullish candle, Price recovering, Volume spike, RSI improving"
24,PCBL,317.5,308.15,3.03,0.53,47.6,80,323.35,301.99,344.7,366.06,387.42,335.9,5.8,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
25,NEWGEN,532.05,518.7,2.57,0.89,49.8,80,542.13,508.33,575.94,609.74,643.55,575.9,8.24,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA"
26,FORTIS,915.0,879.1,4.08,1.02,46.1,80,923.29,861.52,985.07,1046.84,1108.62,978.7,6.96,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 200 DMA"
27,APOLLOTYRE,442.7,426.5,3.8,0.27,54.8,80,444.59,417.97,471.2,497.82,524.44,467.4,5.58,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving, Above 50 DMA"
28,GMRAIRPORT,94.12,93.63,0.52,1.49,24.0,78,96.49,91.76,101.23,105.96,110.7,107.89,14.63,"Very close to support, Support rejection, Price recovering, Volume increasing, RSI improving"
29,KPITTECH,590.0,577.0,2.25,0.63,45.6,75,595.49,565.46,625.52,655.55,685.57,640.7,8.59,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
30,HSCL,680.85,650.0,4.75,1.82,42.1,75,685.92,637.0,734.84,783.76,832.68,794.5,16.69,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving, Above 200 DMA"
31,GILLETTE,7419.5,7248.0,2.37,1.17,39.5,75,7451.87,7103.04,7800.71,8149.54,8498.38,7776.0,4.8,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
32,BANKINDIA,142.35,138.92,2.47,0.57,48.7,75,143.94,136.14,151.73,159.53,167.32,147.9,3.9,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
33,GODREJIND,1152.9,1125.1,2.47,3.12,37.0,75,1218.33,1102.6,1334.07,1449.8,1565.53,1349.9,17.09,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving, Above 200 DMA"
34,BLUESTARCO,1490.9,1460.0,2.12,0.43,39.9,75,1502.0,1430.8,1573.2,1644.39,1715.59,1737.6,16.55,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
35,BLUEDART,5105.0,4910.5,3.96,2.22,54.0,75,5169.82,4812.29,5527.35,5884.88,6242.41,5443.5,6.63,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving, Above 50 DMA"
36,GODIGIT,260.75,251.05,3.86,0.25,45.9,75,262.52,246.03,279.02,295.51,312.01,290.9,11.56,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
37,CREDITACC,1393.3,1353.0,2.98,2.0,35.8,75,1415.93,1325.94,1505.91,1595.9,1685.88,1575.0,13.04,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving, Above 200 DMA"
38,SYNGENE,402.05,393.35,2.21,0.86,46.6,75,403.81,385.48,422.13,440.45,458.77,419.5,4.34,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
39,RBLBANK,380.5,376.4,1.09,1.08,49.0,75,384.52,368.87,400.16,415.81,431.45,394.5,3.68,"Very close to support, Bullish candle, Price recovering, RSI improving, Above 50 DMA, Above 200 DMA"
40,TITAGARH,833.95,812.7,2.61,1.53,48.7,75,853.85,796.45,911.26,968.67,1026.08,869.9,4.31,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving, Above 200 DMA"
41,RAINBOW,1446.4,1409.4,2.63,1.84,45.5,75,1472.14,1381.21,1563.06,1653.99,1744.92,1610.0,11.31,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving, Above 200 DMA"
42,NLCINDIA,274.3,263.3,4.18,1.09,42.5,75,276.55,258.03,295.07,313.59,332.11,307.7,12.18,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
43,THERMAX,3913.2,3875.0,0.99,0.58,35.1,75,3979.54,3797.5,4161.59,4343.63,4525.67,4238.6,8.32,"Very close to support, Support rejection, Price recovering, RSI improving, Above 200 DMA"
44,SUNDARMFIN,4540.1,4401.5,3.15,0.42,49.7,75,4569.12,4313.47,4824.77,5080.42,5336.07,4919.0,8.35,"Near support, Support rejection, Bullish candle, Price recovering, RSI improving"
45,MARICO,838.1,820.0,2.21,2.22,45.6,75,841.73,803.6,879.86,917.99,956.12,881.0,5.12,"Near support, Bullish candle, Price recovering, Volume spike, RSI improving, Above 200 DMA"
