timestamp,symbol,signal_type,price,day_low,vol_ratio_day,vol_ratio_spike,bounce_level,entry_low,entry_high,stop_loss,target1,target2,target3
13:31:06,AEGISLOG,VOLUME_SURGE,1383.9,1383.9,2.48,0.0,,,,,,,
13:31:06,AEGISVOPAK,VOLUME_SURGE,299.55,296.7,2.02,0.0,,,,,,,
13:31:06,ANURAS,VOLUME_SURGE,1206.3,1142.2,4.76,0.0,,,,,,,
13:31:06,APTUS,VOLUME_SURGE,241.61,238.05,2.18,0.0,,,,,,,
13:31:06,ATUL,VOLUME_SURGE,6157.5,6098.0,3.89,0.0,,,,,,,
13:31:06,BANDHANBNK,VOLUME_SURGE,183.81,180.0,2.38,0.0,,,,,,,
13:31:06,CARBORUNIV,VOLUME_SURGE,1204.3,1177.0,4.05,0.0,,,,,,,
13:31:06,CONCOR,VOLUME_SURGE,471.9,470.75,2.21,0.0,,,,,,,
13:31:06,ENGINERSIN,VOLUME_SURGE,292.55,281.55,3.15,0.0,,,,,,,
13:31:06,FIRSTCRY,VOLUME_SURGE,176.81,169.96,2.62,0.0,,,,,,,
13:31:06,GABRIEL,VOLUME_SURGE,1451.6,1295.0,8.3,0.0,,,,,,,
13:31:06,GALLANTT,VOLUME_SURGE,549.3,545.9,6.69,0.0,,,,,,,
13:31:06,GODIGIT,VOLUME_SURGE,241.45,237.45,5.04,0.0,,,,,,,
13:31:06,GRSE,VOLUME_SURGE,2396.6,2392.0,1.82,0.0,,,,,,,
13:31:06,IGIL,VOLUME_SURGE,328.55,323.55,1.87,0.0,,,,,,,
13:31:06,IKS,VOLUME_SURGE,1860.0,1771.3,2.35,0.0,,,,,,,
13:31:06,JAINREC,VOLUME_SURGE,283.05,274.9,10.3,0.0,,,,,,,
13:31:06,JPPOWER,VOLUME_SURGE,16.14,16.04,3.13,0.0,,,,,,,
13:31:06,JSWCEMENT,VOLUME_SURGE,116.98,115.93,2.61,0.0,,,,,,,
13:31:06,JSWINFRA,VOLUME_SURGE,368.2,352.9,5.11,0.0,,,,,,,
13:31:06,KAYNES,VOLUME_SURGE,3487.9,3465.0,2.62,0.0,,,,,,,
13:31:06,LLOYDSME,VOLUME_SURGE,1857.0,1829.9,1.82,0.0,,,,,,,
13:31:06,MAPMYINDIA,VOLUME_SURGE,917.2,900.5,8.09,0.0,,,,,,,
13:31:06,MEESHO,VOLUME_SURGE,239.82,218.74,5.34,0.0,,,,,,,
13:31:06,NTPCGREEN,VOLUME_SURGE,94.28,92.07,5.33,0.0,,,,,,,
13:31:06,OLECTRA,VOLUME_SURGE,1225.6,1213.5,1.84,0.0,,,,,,,
13:31:06,PAGEIND,VOLUME_SURGE,37115.0,36330.0,1.91,0.0,,,,,,,
13:31:06,PATANJALI,VOLUME_SURGE,405.9,394.35,4.77,0.0,,,,,,,
13:31:06,PFOCUS,VOLUME_SURGE,356.55,346.3,3.18,0.0,,,,,,,
13:31:06,PIIND,VOLUME_SURGE,2395.2,2350.0,3.39,0.0,,,,,,,
13:31:06,PINELABS,VOLUME_SURGE,197.18,191.63,1.83,0.0,,,,,,,
13:31:06,RHIM,VOLUME_SURGE,378.0,372.5,20.12,0.0,,,,,,,
13:31:06,SOBHA,VOLUME_SURGE,1246.1,1217.9,1.92,0.0,,,,,,,
13:31:06,SUMICHEM,VOLUME_SURGE,455.0,450.65,2.17,0.0,,,,,,,
13:31:06,SUNDARMFIN,VOLUME_SURGE,4761.2,4697.9,1.89,0.0,,,,,,,
13:31:06,SUNTV,VOLUME_SURGE,488.7,456.25,5.48,0.0,,,,,,,
13:31:06,SYRMA,VOLUME_SURGE,1768.4,1721.2,1.83,0.0,,,,,,,
13:31:06,TATAELXSI,VOLUME_SURGE,3213.4,3200.1,2.81,0.0,,,,,,,
13:31:06,TBOTEK,VOLUME_SURGE,1728.7,1700.8,2.81,0.0,,,,,,,
13:31:06,TEGA,VOLUME_SURGE,2073.1,2071.2,2.75,0.0,,,,,,,
13:31:06,USHAMART,VOLUME_SURGE,532.45,525.75,2.76,0.0,,,,,,,
13:31:06,ZFCVINDIA,VOLUME_SURGE,2369.6,2314.3,2.11,0.0,,,,,,,
